lat,long,mlt,alt,d_sin,d_cos,y_sin,y_cos,date,p_num,ne_min,ne_max,ne_mean,ne_std,pot_min,pot_max,pot_mean,pot_std,ti_min,ti_max,ti_mean,ti_std,te_min,te_max,te_mean,te_std,ne_5,ne_10,ne_20,te_5,te_10,te_20,ti_5,ti_10,ti_20,epb_size,epb,ti,dec,inc,ni,ei,vi,hi,s_ti,s_dec,s_inc,s_ni,s_ei,s_vi,s_hi
0.49066278904332855,-1.2970537271236091,20.05934846311329,486.8214965895955,0.25790392707529275,0.9559524010795045,0.525306111489786,0.8497963885187578,2014-02-01,2838,93003.3,114583.3,109189.57167630058,6504.295414101541,-1.051,-0.984,-1.025127167630058,0.02135513694425296,1149.76,1190.81,1176.5289595375723,11.79278696884371,2644.94,2747.69,2685.76289017341,29.495520684258835,0.02477049699271916,0.04553476442985671,0.07902578438403385,0.7127943078913326,0.7259454315547966,0.7455947789973301,0.003443490328736143,0.003443490328736143,0.003443490328736143,0.0,0,24301,-6.229,-25.008,21893,-2390,-10273,22023,17.0,7.8,-6.9,0.2,50.1,-51.3,-5.2
-0.07529985960421395,-1.3069299220699744,19.978583749550406,492.14142736462105,0.34191911728186797,0.9395250846670744,0.5124389753224396,0.8587236422109836,2014-02-01,2839,97846.7,1585525.0,685650.6814079422,443342.27512743295,-1.566,-0.459,-1.1254151624548736,0.20771762596992366,1063.52,1949.1,1222.9656859205777,110.16607655156643,446.63,2854.46,1672.1418411552345,611.836445396044,3.7486002668241367,6.882410955096084,7.484078665913108,1.829199207725701,1.2313775324370484,1.8331728723999734,0.4349448947589283,0.4349448947589283,0.4349448947589283,1809.5,1,24199,-6.422,-26.216,21573,-2428,-10690,21709,16.9,7.9,-7.0,-0.9,50.1,-51.5,-6.5
0.11287231098568919,-1.7168658574849034,19.926067539710814,490.5872964679584,0.6718353250248434,0.7377857537423649,0.5133541824760964,0.8581768178494753,2014-02-01,2841,53225.100000000006,1195532.7,428758.2083457526,424087.9803208462,-1.574,-0.853,-1.0071788375558868,0.1340166203743294,1065.55,2030.88,1181.5660357675113,108.60800576065402,906.42,2799.98,2049.0960357675112,641.4835605565137,1.3909060048575377,1.623681806897003,2.0839346143978585,1.036994256238232,1.0395947122615374,1.0439404733634134,0.7084901130560042,0.7084901130560042,0.7084901130560042,531.3000000000001,1,24197,-6.495,-25.789,21647,-2464,-10527,21787,17.2,7.8,-7.1,-0.5,50.0,-52.3,-6.1
0.13901662669730758,-2.1296351558751443,19.93704905311763,490.422941830986,0.9090032073079835,0.4107055814076116,0.5143118953046658,0.8576031927475954,2014-02-01,2843,47012.8,724227.9,298335.6390845071,297802.7423713308,-1.544,-0.874,-0.9921584507042255,0.10630143937461886,1065.86,1606.44,1164.4734859154928,82.88561085796458,968.16,2744.12,2081.5362852112676,599.254582489805,2.260865066587225,2.459978074537028,2.833119263144164,1.070183930300097,1.064462888610287,1.8780366717415768,0.40377675052649065,0.40377675052649065,0.40377675052649065,215.6,1,24167,-6.624,-25.704,21630,-2512,-10482,21776,17.5,7.8,-7.2,-0.4,50.0,-53.2,-6.2
0.1651209891722398,-2.5422868053055367,20.033945209596677,490.1433210386967,0.9969632768066768,0.016795552991004627,0.5152683509316474,0.8570288692425826,2014-02-01,2845,41987.100000000006,704825.6000000001,251495.84887983708,241445.25319883777,-1.628,-0.857,-1.0375824847250508,0.17717368055200522,1065.4,1733.89,1149.9403869653768,80.94366497789701,1166.61,2925.75,2044.4236456211813,549.3685981330215,2.180998003421764,2.2442970477450994,2.398635141493778,1.0490167240944617,1.3271028037383177,1.521659643034209,0.5641485945224265,0.5641485945224265,0.5641485945224265,377.3,1,24138,-6.755,-25.617,21615,-2560,-10436,21766,17.8,7.8,-7.3,-0.3,49.9,-54.1,-6.2
0.20679447198662143,-2.95485735774488,20.117452769077143,489.7158271181558,0.9231369941946087,-0.3744528936143471,0.5162115657847268,0.8564610684322275,2014-02-01,2847,49220.7,727323.0,306559.5737752162,282992.48250493815,-1.627,-0.849,-1.00021325648415,0.15634756578421,1049.35,1706.34,1166.2536311239194,92.892939847343,929.85,2674.34,1933.0093659942363,530.2507729243596,2.8419296909041436,2.9900149916716083,3.252777747634016,0.894942618802749,0.9888394579165278,0.9816391081852551,0.33402949587122066,0.33402949587122066,0.33402949587122066,338.8,1,24112,-6.880,-25.494,21608,-2607,-10379,21765,18.1,7.8,-7.4,-0.2,49.9,-54.9,-6.2
0.16086215898969242,2.9142466322446787,20.16064696858952,490.08809124629096,0.6943694790724135,-0.7140445523815133,0.5171819960523547,0.8558754128894307,2014-02-01,2849,50843.4,912141.3,467342.98427299707,369679.38259380776,-1.67,-0.8160000000000001,-0.9908308605341245,0.14483953928410245,1041.47,1752.21,1193.7847477744808,110.90743028700886,943.29,4542.1,1808.890356083086,558.8094939487465,3.6041859163640666,3.817942705883934,4.272812496553448,2.224594982180636,2.057068052255733,2.107302890371131,0.3718854157283129,0.3718854157283129,0.3718854157283129,492.8,1,24556,-5.002,-25.836,22018,-1927,-10702,22102,13.4,7.8,-5.7,-1.2,50.7,-42.2,-5.6
0.13899499319250738,2.5006790674319856,20.18136250710166,490.18471777464805,0.34829407167856097,-0.9332273076659641,0.5181523236853213,0.8552883200968764,2014-02-01,2851,76118.0,989496.0,478073.46450704226,358877.34524903283,-1.62,-0.8210000000000001,-0.9735774647887324,0.12316942788413818,1043.02,1572.11,1192.5074929577463,92.20373761785716,1148.99,4307.39,1800.2162535211269,591.8626103194198,4.512168171819709,4.725374685803182,5.121587097875461,2.178838688727842,1.6143420733187672,1.9325712651738485,0.3444375678318039,0.3444375678318039,0.3444375678318039,500.5,1,24525,-5.135,-25.883,21976,-1975,-10706,22064,13.8,7.8,-5.8,-1.1,50.6,-43.2,-5.6
0.05093633315287637,2.0859161521238008,20.281655828523334,491.01394938073406,-0.06420935832708179,-0.9946024523054405,0.5191395046623587,0.8546894900005207,2014-02-01,2853,64549.4,1316978.6,653904.3151376147,475641.1619363564,-1.665,0.409,-0.8081123853211009,0.33348439620605597,1033.69,1717.07,1199.8686697247706,109.1228587895779,1124.53,3302.51,1714.465481651376,554.5657122337127,10.489978272064933,13.022578570784985,13.872650096952206,0.9996687744655224,1.0303745028242197,1.4860809996988857,0.43127333955721503,0.43127333955721503,0.43127333955721503,770.0,1,24479,-5.291,-26.070,21895,-2028,-10758,21989,14.1,7.9,-5.9,-1.2,50.6,-44.1,-5.9
0.1550431088125005,1.674614192785184,20.304382023184,490.1425056140352,-0.44219145413843425,-0.8916609749355934,0.5200653490980968,0.8541264317037173,2014-02-01,2855,77057.2,1126839.7,723742.5414035089,469246.99567290227,-1.04,-0.705,-0.9112982456140352,0.08211473528199673,1035.64,1598.8,1251.725298245614,122.05180254537898,1286.08,2744.66,1677.6202105263158,545.8618498862352,4.063178337883238,4.387346669040499,5.115322300540725,0.6092480808109877,0.9857362631499382,1.042657821489867,0.32501048297945334,0.32501048297945334,0.32501048297945334,184.8,1,24466,-5.386,-25.839,21923,-2067,-10663,22020,14.5,7.8,-6.0,-0.9,50.5,-45.0,-5.7
-0.5695716807834194,1.662935253538089,20.14142754526495,496.21507140625,-0.5024219692768909,-0.8645412154683293,0.5202209830054203,0.854031690153526,2014-02-01,2856,185153.4,201440.4,195665.371875,4242.3783894036305,-1.391,-1.23,-1.302359375,0.057712029278242274,1134.59,1181.8,1152.48,12.514697898553456,1474.89,1579.79,1516.67625,29.482103180344772,0.03221751530044248,0.05298611452997681,0.08062792685396736,0.14425063377350633,0.1473938216613675,0.15276475386714838,0.04836281692196809,0.04836281692196809,0.04836281692196809,0.0,0,24348,-5.621,-27.392,21514,-2117,-11202,21618,14.3,8.0,-6.1,-2.3,50.5,-45.2,-7.3
0.33067981603569196,1.2648170970405501,20.23665444155517,488.4913330916032,-0.7543860211416142,-0.6497913911193224,0.5209991326340908,0.853557167462992,2014-02-01,2857,72832.3,1000080.7,385386.8221374046,412611.77871458075,-1.002,-0.676,-0.853354961832061,0.08639914476813547,1046.49,1337.72,1184.3212213740458,74.07514738294661,1262.77,2751.3,2012.2376335877864,571.3951996149759,4.654200473417708,4.956527047718956,5.541945494836903,0.451682424024733,0.4613745544707888,0.48751053407774125,0.25437977772270615,0.25437977772270615,0.25437977772270615,169.4,1,24467,-5.459,-25.452,21992,-2102,-10515,22092,14.9,7.8,-6.1,-0.5,50.5,-45.9,-5.3
