long,mlt,alt,d_sin,d_cos,y_sin,y_cos,ne_min,ne_max,ne_mean,ne_std,pot_min,pot_max,pot_mean,pot_std,ti_min,ti_max,ti_mean,ti_std,te_min,te_max,te_mean,te_std,ne_5,ne_10,ne_20,te_5,te_10,te_20,ti_5,ti_10,ti_20,epb_size,epb
-1.2970537271236091,20.05934846311329,486.8214965895955,0.30904130838757654,0.9510415675153737,0.5123570583860162,0.8587725220461654,93003.3,114583.3,109189.57167630058,6504.295414101541,-1.051,-0.984,-1.025127167630058,0.02135513694425296,1149.76,1190.81,1176.5289595375723,11.79278696884371,2644.94,2747.69,2685.76289017341,29.495520684258835,0.02477049699271916,0.04553476442985671,0.07902578438403385,0.7127943078913326,0.7259454315547966,0.7455947789973301,0.003443490328736143,0.003443490328736143,0.003443490328736143,0.0,0
-1.3069299220699744,19.978583749550406,492.14142736462105,0.34401693288002516,0.938757566157868,0.5124442280375192,0.8587205076465685,97846.7,1585525.0,685650.6814079422,443342.27512743295,-1.566,-0.459,-1.1254151624548736,0.20771762596992366,1063.52,1949.1,1222.9656859205777,110.16607655156643,446.63,2854.46,1672.1418411552345,611.836445396044,3.7486002668241367,6.882410955096084,7.484078665913108,1.829199207725701,1.2313775324370484,1.8331728723999734,0.4349448947589283,0.4349448947589283,0.4349448947589283,1809.5,1
-1.7168658574849034,19.926067539710814,490.5872964679584,0.6819047329734346,0.7311046268913364,0.5133827809675,0.8581597266928949,53225.100000000006,1195532.7,428758.2083457526,424087.9803208462,-1.574,-0.853,-1.0071788375558868,0.1340166203743294,1065.55,2030.88,1181.5660357675113,108.60800576065402,906.42,2799.98,2049.0960357675112,641.4835605565137,1.3909060048575377,1.623681806897003,2.0839346143978585,1.036994256238232,1.0395947122615374,1.0439404733634134,0.7084901130560042,0.7084901130560042,0.7084901130560042,531.3000000000001,1
-2.1296351558751443,19.93704905311763,490.422941830986,0.9167851781236044,0.3987446975819904,0.5143456427720571,0.857582973219304,47012.8,724227.9,298335.6390845071,297802.7423713308,-1.544,-0.874,-0.9921584507042255,0.10630143937461886,1065.86,1606.44,1164.4734859154928,82.88561085796458,968.16,2744.12,2081.5362852112676,599.254582489805,2.260865066587225,2.459978074537028,2.833119263144164,1.070183930300097,1.064462888610287,1.8780366717415768,0.40377675052649065,0.40377675052649065,0.40377675052649065,215.6,1
-2.5422868053055367,20.033945209596677,490.1433210386967,0.9997276695315271,0.00031567385085882663,0.5153078504212008,0.8570051430486921,41987.100000000006,704825.6000000001,251495.84887983708,241445.25319883777,-1.628,-0.857,-1.0375824847250508,0.17717368055200522,1065.4,1733.89,1149.9403869653768,80.94366497789701,1166.61,2925.75,2044.4236456211813,549.3685981330215,2.180998003421764,2.2442970477450994,2.398635141493778,1.0490167240944617,1.3271028037383177,1.521659643034209,0.5641485945224265,0.5641485945224265,0.5641485945224265,377.3,1
-2.95485735774488,20.117452769077143,489.7158271181558,0.9174326805953604,-0.39722295764797916,0.5162670096652344,0.8564276798122601,49220.7,727323.0,306559.5737752162,282992.48250493815,-1.627,-0.849,-1.00021325648415,0.15634756578421,1049.35,1706.34,1166.2536311239194,92.892939847343,929.85,2674.34,1933.0093659942363,530.2507729243596,2.8419296909041436,2.9900149916716083,3.252777747634016,0.894942618802749,0.9888394579165278,0.9816391081852551,0.33402949587122066,0.33402949587122066,0.33402949587122066,338.8,1
2.9142466322446787,20.16064696858952,490.08809124629096,0.6796618343090678,-0.7331804403043045,0.5172389620742236,0.8558410204687181,50843.4,912141.3,467342.98427299707,369679.38259380776,-1.67,-0.8160000000000001,-0.9908308605341245,0.14483953928410245,1041.47,1752.21,1193.7847477744808,110.90743028700886,943.29,4542.1,1808.890356083086,558.8094939487465,3.6041859163640666,3.817942705883934,4.272812496553448,2.224594982180636,2.057068052255733,2.107302890371131,0.3718854157283129,0.3718854157283129,0.3718854157283129,492.8,1
2.5006790674319856,20.18136250710166,490.18471777464805,0.32817619218720506,-0.944355313200269,0.5182065541095788,0.8552554960819873,76118.0,989496.0,478073.46450704226,358877.34524903283,-1.62,-0.8210000000000001,-0.9735774647887324,0.12316942788413818,1043.02,1572.11,1192.5074929577463,92.20373761785716,1148.99,4307.39,1800.2162535211269,591.8626103194198,4.512168171819709,4.725374685803182,5.121587097875461,2.178838688727842,1.6143420733187672,1.9325712651738485,0.3444375678318039,0.3444375678318039,0.3444375678318039,500.5,1
2.0859161521238008,20.281655828523334,491.01394938073406,-0.08285032568627172,-0.996364230329584,0.5191836413867772,0.8546627074825282,64549.4,1316978.6,653904.3151376147,475641.1619363564,-1.665,0.409,-0.8081123853211009,0.33348439620605597,1033.69,1717.07,1199.8686697247706,109.1228587895779,1124.53,3302.51,1714.465481651376,554.5657122337127,10.489978272064933,13.022578570784985,13.872650096952206,0.9996687744655224,1.0303745028242197,1.4860809996988857,0.43127333955721503,0.43127333955721503,0.43127333955721503,770.0,1
1.674614192785184,20.304382023184,490.1425056140352,-0.4685901500141477,-0.8832011279997486,0.5201306203664375,0.8540867256406413,77057.2,1126839.7,723742.5414035089,469246.99567290227,-1.04,-0.705,-0.9112982456140352,0.08211473528199673,1035.64,1598.8,1251.725298245614,122.05180254537898,1286.08,2744.66,1677.6202105263158,545.8618498862352,4.063178337883238,4.387346669040499,5.115322300540725,0.6092480808109877,0.9857362631499382,1.042657821489867,0.32501048297945334,0.32501048297945334,0.32501048297945334,184.8,1
1.662935253538089,20.14142754526495,496.21507140625,-0.5100993884106894,-0.8601134928981657,0.5202417069709131,0.8540190667090252,185153.4,201440.4,195665.371875,4242.3783894036305,-1.391,-1.23,-1.302359375,0.057712029278242274,1134.59,1181.8,1152.48,12.514697898553456,1474.89,1579.79,1516.67625,29.482103180344772,0.03221751530044248,0.05298611452997681,0.08062792685396736,0.14425063377350633,0.1473938216613675,0.15276475386714838,0.04836281692196809,0.04836281692196809,0.04836281692196809,0.0,0
1.2648170970405501,20.23665444155517,488.4913330916032,-0.7756853440343456,-0.6309307676084185,0.521066023907828,0.8535163718055258,72832.3,1000080.7,385386.8221374046,412611.77871458075,-1.002,-0.676,-0.853354961832061,0.08639914476813547,1046.49,1337.72,1184.3212213740458,74.07514738294661,1262.77,2751.3,2012.2376335877864,571.3951996149759,4.654200473417708,4.956527047718956,5.541945494836903,0.451682424024733,0.4613745544707888,0.48751053407774125,0.25437977772270615,0.25437977772270615,0.25437977772270615,169.4,1
1.253895918006292,20.09382377226072,494.15545676991167,-0.8003496342591495,-0.5994029656497087,0.5211595773806801,0.8534592513593309,178388.40000000002,905844.7,465304.5730088496,201033.6600054848,-1.474,-0.933,-1.130287610619469,0.18639699932384196,1100.67,1444.95,1223.6197345132744,63.23641750285893,1298.19,2551.85,1515.6919026548671,282.85759386095384,0.005930591926523787,0.00337234249025653,-0.01295063029131538,0.4264197754641954,0.4396997194807555,0.46280915253453014,0.1755206638464042,0.1755206638464042,0.1755206638464042,0.0,0
0.8546191943685402,20.032144901091936,486.81558093959745,-0.9603265338376972,-0.2788593577877835,0.5220010082035831,0.8529448677121115,68593.8,451856.4,104320.41208053692,43086.97475729994,-1.096,-0.7010000000000001,-0.8206375838926175,0.10114434525917312,1046.19,1233.03,1140.3277181208052,44.96502683198455,1407.29,2748.58,2350.6742953020134,345.41556916947013,1.5817002127722786,1.7304349297354262,2.064284987691494,0.029246873567734033,0.036307750625249824,0.3178819276146596,0.008584297300890942,0.008584297300890942,0.008584297300890942,69.3,1
0.8408461664785298,19.917984392110668,494.1844317582419,-0.9733651441221541,-0.22874514201316087,0.5221219497476702,0.8528708388864109,132031.6,1213741.5,670481.9384615384,468753.01002005854,-1.556,-0.94,-1.2184432234432234,0.26656703280377086,1130.22,1683.86,1327.5527106227107,101.54641708124046,1290.81,2698.5,1809.0543956043955,607.9951018739099,3.56459068870259,3.866428858213939,4.478201697150313,0.5339218710155311,0.5563902818126307,0.5767853026744496,0.2394173370921322,0.2394173370921322,0.2394173370921322,0.0,0
0.4418710892310142,19.864957758218672,486.2999782142858,-0.9921174171608652,0.12530608914405586,0.522954041210457,0.8523608805963868,77209.3,107951.4,89677.91428571429,9191.44880904239,-0.871,-0.76,-0.8114107142857143,0.02492663911686328,1122.6,1175.01,1144.5583928571427,15.796352027292116,2356.39,2598.57,2449.2408928571426,73.41587619425489,0.05823703953145798,0.09798210730525025,0.16939896637183494,0.03326678382568016,0.044147612412715365,0.06316091600549445,0.008594783026806052,0.008594783026806052,0.008594783026806052,0.0,0
0.43077902182788375,19.83463484570609,492.6306544147159,-0.985391311019176,0.16890682008949456,0.5230570085806485,0.8522976957715159,133949.6,1309807.3,681345.764548495,444375.6075163691,-1.539,-0.878,-1.1092073578595318,0.24416590756180315,1034.51,1603.98,1235.9146822742475,102.57002050072683,1273.0,5601.41,1660.5433444816053,571.3883934106007,2.7419608724983133,3.0006013003559744,4.50673269484253,3.1104327342907254,3.1225638836552045,3.295362176586967,0.3458300339495217,0.3458300339495217,0.3458300339495217,608.3000000000001,1
0.019951930454433428,19.80015852857497,491.3142073130843,-0.8402831830684933,0.5416165650601946,0.5239965848637836,0.8517203618176595,104228.0,1327165.3,679389.3516355141,422960.07706713397,-1.463,-0.868,-1.0509976635514018,0.19665841352572075,1029.83,1638.5,1209.8395794392525,109.63154604559456,1116.29,2796.87,1523.7869392523367,411.3222083281083,2.749650204210315,3.035141340607839,3.529233211052235,0.942540630643145,1.056612791740812,1.065772466412095,0.3897450747943496,0.3897450747943496,0.3897450747943496,700.7,1
-0.3929659829828506,19.856766322093993,491.1565979419891,-0.5540148080894045,0.8322098815499933,0.5249544565057204,0.8511303160437103,5002.700000000001,1702588.3,580365.2237569061,543898.5620589328,-5.619,0.481,-1.087486187845304,0.5720103236137589,1027.12,1617.69,1201.8988535911603,115.21829573521708,900.94,11929.3,1887.6933425414366,981.7154586374189,10.822813522644394,35.1218464432328,56.80458150266655,7.826384521475342,7.834489857884485,7.85468702448728,0.4901057627625385,0.4901057627625385,0.4901057627625385,2671.9,1
-0.8058336884889464,19.98580348631992,490.9000652962964,-0.1764858621732487,0.9841151043643446,0.525909303494665,0.8505406525982665,140250.6,1805355.7,845493.4951851852,462897.52452281816,-1.525,-0.787,-0.9773148148148149,0.17583414733738964,1036.25,1855.7,1283.5478148148147,147.72919001667114,845.33,2826.03,1437.2292962962963,413.45092200905185,5.140076090951805,9.19396577884797,10.010963561858505,0.7189499958596051,0.7596086598983991,0.6623224813405746,0.49087963419849334,0.49087963419849334,0.49087963419849334,1316.7,1
-1.2141603099352885,19.99714313776221,488.52436937768255,0.21585831044025397,0.9763590165425737,0.5268289045785369,0.8499713550109107,33071.200000000004,2581290.6,338750.5272532189,490957.85602288897,-1.35,-0.282,-1.06324678111588,0.09240991684636446,1080.72,1787.3,1221.1200214592275,108.67911320532711,984.26,6828.32,2305.7845278969958,682.7115610688662,4.242455671399888,2.505985252539246,1.361739786699859,4.48032456640208,4.249363848123064,4.2715313590464135,0.3163496026572983,0.3163496026572983,0.3163496026572983,562.1,1
-1.2270756262842075,19.818261245905468,494.801749651163,0.2595809286075582,0.9656879612523284,0.526933648835695,0.8499064238145073,33483.4,2012406.7,1139730.9798449613,495071.59587239136,-1.545,-0.289,-1.261372093023256,0.25484951139724693,1098.17,2160.81,1367.6008914728682,161.58605293012403,753.02,2611.08,1329.4084883720932,172.7712302519273,16.011523343049017,27.048440939548605,16.79718606832042,1.503213726063053,1.893708002443494,0.8126610182996468,0.359388416275227,0.359388416275227,0.359388416275227,492.8,1
-1.1341889528320568,19.840411455755294,491.31354984084896,0.12857220718366613,0.991417463218608,0.5411679836808335,0.8409145076853123,4974.900000000001,1950092.5,642023.6773209549,544611.2191760452,-5.38,0.084,-1.1413063660477454,0.3959507029114186,1101.73,1856.8,1283.0989920424404,122.46095548855004,928.53,4597.7,1835.1731830238728,711.8192007378863,33.844507341234745,37.425322257232885,64.07933299646285,1.891654741874106,2.035097998762121,2.048514759288574,0.29901566402451385,0.29901566402451385,0.29901566402451385,1832.6000000000001,1
-1.5466777514815144,19.782371557654848,491.18846121802693,0.512736555791527,0.8582161139534573,0.5421106166452844,0.8403071313956243,76119.1,1863517.4,675989.4211936663,601861.920435797,-1.613,-0.8180000000000001,-1.1245602923264313,0.24473513374599595,1117.47,1886.47,1270.1547137637028,118.29672928832075,1032.32,2876.84,1967.9365651644334,721.414712759753,1.627407372009924,1.9684818098834396,2.805519742693526,1.0324833120828019,1.0416192464519631,1.067912544277513,0.3696603210153042,0.3696603210153042,0.3696603210153042,523.6,1
-1.9591696864036339,19.77346069934156,490.90798030390755,0.8116212242438863,0.5837340338013629,0.5430506721901326,0.8396999246715482,44413.0,1382024.7000000002,514476.14052098413,492209.37744726933,-1.599,-0.8240000000000001,-1.0630173661360347,0.24264718763874932,1115.6,2112.8,1242.41005788712,126.17656548190035,1185.75,2813.58,2008.1565991316932,684.0737479283889,3.3737416371912783,3.766717140995474,4.803517162914109,1.100174477145031,1.1169338281437633,1.0539114246370902,0.38028785591123104,0.38028785591123104,0.38028785591123104,523.6,1
-2.371358476342994,19.795799068898983,490.4245210450452,0.9766134867555812,0.21391075752846708,0.5439880540667049,0.8390929588083956,48039.4,1396672.3,488804.43099099095,483761.45819930156,-1.563,-0.834,-1.0060918918918917,0.18604691730731526,1111.57,1753.58,1242.3206306306306,117.60761316407302,1001.24,3189.67,2002.0206126126125,625.9199141465765,5.349920764363628,5.833924837717431,6.804693072954593,1.5311024528047357,1.349249488119964,1.4098989853200061,0.40658862787209693,0.40658862787209693,0.40658862787209693,423.5,1
